tf_id,bdgi,NA,prop_gi,sum_areas,check,built,description,oslandusetiera,oslandusetierb,capturespecification,planted_by,plant_date,area,class_area,feature,trees,tf_age,elevation
238,473622.478101876,1270313.73520533,0.271582454959002,1743936.21330721,0,0.444887862430393,Non-Coniferous Trees,Education,"[""School""]",Rural,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-31,203,21,No,"Alder, grey(Alnus incana) | Alder, red(Alnus rubra) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",588,120.67586517334
239,1162529.58885443,573890.503396401,0.669497890540705,1736420.09225083,0,0.447280318068392,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-04-06,208,22,No,"Alder, grey(Alnus incana) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",582,147.939590454102
242,1305367.94917534,1089791.25274256,0.545002581928615,437638.769506,0,0.860695253088931,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-30,214,30,Yes,"Alder, grey(Alnus incana) | Alder, red(Alnus rubra) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",589,142.046051025391
243,319098.649840297,2048019.80053129,0.134804681949991,2367118.45037159,0,0.246522795478669,Non-Coniferous Trees And Scrub,Sports Attraction Or Facility,[],Rural,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-03-19,209,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Hawthorn(Crataegus monogyna) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",600,113.648422241211
244,316203.609806638,732761.569817639,0.301443380532324,1048965.17962428,0,0.666104013063037,Bare Earth Or Grass,Education,"[""University""]",Rural,"School Children, University Staff & Students

",2022-02-24,312,220,Yes,"Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",623,28.6982250213623
245,536041.999276027,1779370.09597936,0.231510408179371,2315412.09525538,0,0.262981439490687,Made Surface,Education,"[""School""]",Rural,"
",2022-04-01,200,,,"Apple, crab(Malus sylvestris) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Gorse(Ulex europaeus) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea)",587,13.5470628738403
246,243163.61020073,136338.903262599,0.64074308225689,379502.513463329,0,0.879200598133025,Bare Earth Or Grass,Sports Attraction Or Facility,"[""Cricket""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-14,210,,No,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",605,121.062431335449
247,738364.064217119,1888370.36076965,0.281095818897199,2626734.42498676,0,0.163884464147418,Bare Earth Or Grass,Education,"[""School""]",Rural,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-16,203,19,Yes,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Willow, grey(Salix cinerea subsp. Oleifolia)",603,111.938682556152
248,517587.079519609,797592.864327518,0.393548488890104,1315179.94384713,0,0.581365221762817,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-18,201,20,Yes,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",601,66.5233383178711
249,493650.577008942,184908.128723384,0.727498701053693,678558.705732325,0,0.784008055609323,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-15,207,,No,"Alder(Alnus glutinosa) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",604,133.114120483398
250,1048805.38089168,307385.804413348,0.773346259919679,1356191.18530502,0,0.568310938162098,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-31,210,17,Yes,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",588,83.8787307739258
252,587309.772112126,970261.952140839,0.377067561619873,1557571.72425296,0,0.504209521729949,Arable Or Grazing Land,Agriculture Or Aquaculture,"[""Agriculture""]",Rural,"Corporate Employees, Earthwatch

",2022-04-14,206,26,No,"Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",574,138.826354980469
253,2467540.72021097,2779791.14161691,0.470246743523368,1491579.905524,0,0.525215370038627,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-25,208,24,Yes,"Alder, grey(Alnus incana) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",594,95.0774078369141
254,1486832.86381516,1365614.22572761,0.521248183451315,2852447.08954278,0,0.0920378915823525,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-31,200,26,No,"Alder, grey(Alnus incana) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",588,82.244369506836
255,1923369.7660096,1380709.93347342,0.582119664459227,1455131.134851,0,0.536817374083088,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-23,213,44,No,"Alder, grey(Alnus incana) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",596,91.4222564697266
256,1136550.50820442,760277.120312955,0.599184918606856,1896827.62851737,0,0.396221013456365,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-24,206,27,Yes,"Alder, grey(Alnus incana) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",595,98.7867965698242
257,2920796.17325168,2648324.3883659,0.524462729965271,2094869.612435,0,0.333182292095934,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-24,206,24,Yes,"Alder, grey(Alnus incana) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",595,87.1523132324219
258,2597444.86070788,1354370.59001255,0.657278886906107,1227805.295751,0,0.609177436053643,Bare Earth Or Grass,Sports Attraction Or Facility,"[""Football""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch

",2022-04-08,206,24,Yes,"Alder, grey(Alnus incana) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",580,66.7113723754883
259,198996.4806991,239556.573850695,0.453756914094199,438553.054549795,0,0.860404227120701,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Corporate Employees, Volunteer Group, Earthwatch, Landscape contractors

",2022-04-09,214,,No,"Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",579,48.8921394348145
260,531230.654651991,629018.143266051,0.457859258811761,1160248.79791804,0,0.630681337189829,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-04-09,205,,No,"Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia) | Willow, common osier(Salix viminalis) | Willow, grey(Salix cinerea subsp. Oleifolia)",579,43.0189895629883
261,2601986.21293371,1258624.14419543,0.673983119826841,1660326.920547,0,0.4715015268928,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-04-05,206,24,Yes,"Alder, grey(Alnus incana) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",583,70.6797256469727
263,1696196.84331041,299949.088531816,0.849735891676519,1996145.93184222,0,0.364607015629067,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-04-01,197,,No,"Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry Plum(Prunus cerasifera) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",587,140.764678955078
264,1588986.34596335,2138397.29821327,0.426300723953076,1467271.144257,0,0.532953089070795,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-04-19,208,24,Yes,"Alder, red(Alnus rubra) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",569,106.7607421875
265,1541306.13090519,1779244.69413219,0.464171823326282,758135.773839,0,0.758677888117448,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-04-11,206,24,Yes,"Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, common osier(Salix viminalis)",577,86.7435531616211
268,1770067.15916476,582667.075466978,0.7523447115742,2352734.23463174,0,0.251101433553662,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Volunteer Group, Local Residents, School Children

",2022-03-21,200,,No,"Apple, crab(Malus sylvestris) | Bilberry(Vaccinium myrtillus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Juniper(Juniperus communis) | Oak, english(Quercus robur) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia)",598,30.9582920074463
269,501520.189142726,151394.859256317,0.768124720624008,652915.048399041,0,0.792170685256417,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Volunteer Group, Local Residents, School Children

",2022-03-26,200,,No,"Alder(Alnus glutinosa) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Sea-buckthorn(Hippophae rhamnoides) | Spindle(Euonymus europaea) | Willow, goat(Salix caprea)",593,38.8744659423828
270,427031.104945151,582262.383936055,0.423099038733037,1009293.4888812,0,0.678731904428183,Made Surface,Unknown Or Unused Artificial,[],Rural,"Volunteer Group, School Children

",2022-03-23,200,,No,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Oak, english(Quercus robur) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia)",596,53.3952178955078
272,354978.033924714,1262011.87206882,0.21953014833856,1616989.90599353,0,0.485296127062861,Bare Earth Or Grass,Unknown Or Unused Natural,[],Rural,"Volunteer Group, Local Residents, School Children, Earthwatch

",2022-03-24,200,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Bilberry(Vaccinium myrtillus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Wild rasperry(Rubus idaeus) | Willow, goat(Salix caprea)",595,103.253158569336
274,616785.822085476,1149275.88401757,0.349243641914678,1766061.70610304,0,0.437845099336789,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Volunteer Group, School Children

",2022-03-30,200,,No,"Alder(Alnus glutinosa) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Oak, english(Quercus robur) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia)",589,31.9627723693848
276,273547.695006773,1321854.58359008,0.171460012735694,1595402.27859686,0,0.492167682282474,Bare Earth Or Grass,Unknown Or Unused Natural,[],Rural,"Volunteer Group, Local Residents, School Children

",2022-03-16,200,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",603,189.471145629883
277,1100550.70482638,744266.046766558,0.596563698739233,1844816.75159294,0,0.412776589770502,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Local Residents

",2022-03-22,200,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Bilberry(Vaccinium myrtillus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Wild rasperry(Rubus idaeus) | Willow, goat(Salix caprea)",597,64.9132080078125
278,539239.59451827,282847.403180618,0.655939816622403,822086.997698889,0,0.738321581329293,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Volunteer Group, Local Residents, School Children

",2022-03-15,200,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",604,201.624450683594
279,1014916.39516958,519263.572276762,0.661536727571094,1534179.96744635,0,0.511655349176702,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Volunteer Group, Local Residents, School Children

",2022-03-22,200,80,No,"Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",597,66.3512954711914
280,738700.440786585,214259.007670755,0.775164611655197,952959.448457339,0,0.696663586423777,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Volunteer Group, Local Residents, School Children

",2022-03-23,200,20,No,"Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",596,115.461212158203
281,111639.858911628,319507.081884372,0.258936915348429,431146.940795999,0,0.862761666346736,,,,,"Volunteer Group, Local Residents

",2022-03-20,200,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Bilberry(Vaccinium myrtillus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Wild rasperry(Rubus idaeus) | Willow, goat(Salix caprea)",599,37.0933418273926
282,710433.295371037,226083.962626756,0.758590713949994,936517.257997793,0,0.701897298197567,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Volunteer Group, Local Residents, School Children

",2022-03-27,200,10,No,"Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Willow, goat(Salix caprea)",592,41.1566619873047
283,934717.874470501,824636.339822148,0.531284642329007,1759354.21429265,0,0.439980160291535,Bare Earth Or Grass,Community Services: Other,"[""Community Meeting Place""]",Urban,"School Children

",2022-04-07,200,,No,"Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",581,85.7358169555664
