"location_id","location_type","samplecount"
204102,"Square plot 5 x 5 m, most habitats",2
204103,"Linear plot",2
204104,"Linear plot",3
204105,"Square plot 5 x 5 m, most habitats",2
204106,"Square plot 5 x 5 m, most habitats",1
204107,"Square plot 5 x 5 m, most habitats",1
204109,"Linear plot",1
204112,"Square plot 5 x 5 m, most habitats",1
204113,"Square plot 5 x 5 m, most habitats",1
204125,"Square plot 5 x 5 m, most habitats",10
204126,"Square plot 5 x 5 m, most habitats",10
204234,"Square plot 5 x 5 m, most habitats",2
204237,"Linear plot",5
204238,"Linear plot",5
204239,"Square plot 5 x 5 m, most habitats",5
204240,"Square plot 5 x 5 m, most habitats",5
204241,"Square plot 5 x 5 m, most habitats",5
204265,"Square plot 10 x 10 m, woodlands",8
204268,"Square plot 5 x 5 m, most habitats",7
204274,"Linear plot",2
204275,"Square plot 5 x 5 m, most habitats",7
204276,"Square plot 5 x 5 m, most habitats",8
204277,"Linear plot",3
204278,"Square plot 5 x 5 m, most habitats",3
204279,"Linear plot",3
204280,"Square plot 5 x 5 m, most habitats",3
204281,"Square plot 5 x 5 m, most habitats",4
204298,"Linear plot",2
204299,"Linear plot",2
204300,"Square plot 5 x 5 m, most habitats",1
204301,"Square plot 5 x 5 m, most habitats",5
204302,"Square plot 5 x 5 m, most habitats",4
204303,"Square plot 5 x 5 m, most habitats",4
204304,"Square plot 10 x 10 m, woodlands",4
204305,"Linear plot",4
204306,"Linear plot",4
204307,"Square plot 10 x 10 m, woodlands",4
204308,"Linear plot",3
204309,"Linear plot",4
204310,"Square plot 5 x 5 m, most habitats",4
204321,"Linear plot",8
204344,"Square plot 5 x 5 m, most habitats",4
204369,"Square plot 5 x 5 m, most habitats",5
204371,"Linear plot",5
204372,"Linear plot",5
204373,"Square plot 5 x 5 m, most habitats",5
204610,"Linear plot",7
204633,"Square plot 5 x 5 m, most habitats",5
204706,"Square plot 5 x 5 m, most habitats",3
204707,"Square plot 10 x 10 m, woodlands",2
204715,"Square plot 5 x 5 m, most habitats",3
204716,"Square plot 5 x 5 m, most habitats",3
204727,"Square plot 10 x 10 m, woodlands",1
204806,"Square plot 5 x 5 m, most habitats",2
204808,"Square plot 5 x 5 m, most habitats",2
204935,"Linear plot",1
204954,"Square plot 5 x 5 m, most habitats",3
204955,"Square plot 5 x 5 m, most habitats",3
204956,"Linear plot",3
204957,"Square plot 5 x 5 m, most habitats",3
204958,"Square plot 5 x 5 m, most habitats",3
205015,"Square plot 5 x 5 m, most habitats",5
205016,"Square plot 5 x 5 m, most habitats",5
205017,"Square plot 5 x 5 m, most habitats",6
205018,"Linear plot",5
205402,"Square plot 5 x 5 m, most habitats",7
205611,"Square plot 10 x 10 m, woodlands",5
205613,"Square plot 10 x 10 m, woodlands",5
205712,"Square plot 5 x 5 m, most habitats",5
205713,"Square plot 5 x 5 m, most habitats",5
205714,"Square plot 5 x 5 m, most habitats",5
210927,"Square plot 5 x 5 m, most habitats",1
211928,"Square plot 5 x 5 m, most habitats",5
211930,"Square plot 5 x 5 m, most habitats",6
212265,"Square plot 5 x 5 m, most habitats",4
212328,"Square plot 10 x 10 m, woodlands",3
212329,"Linear plot",3
212330,"Square plot 5 x 5 m, most habitats",3
212332,"Square plot 5 x 5 m, most habitats",3
212333,"Linear plot",3
213388,"Linear plot",1
213391,"Linear plot",1
213392,"Linear plot",1
213514,"Linear plot",2
213515,"Linear plot",2
213516,"Square plot 5 x 5 m, most habitats",2
213523,"Square plot 5 x 5 m, most habitats",2
213524,"Square plot 5 x 5 m, most habitats",2
213582,"Linear plot",7
213631,"Linear plot",7
213636,"Square plot 10 x 10 m, woodlands",7
213637,"Square plot 5 x 5 m, most habitats",7
213638,"Square plot 5 x 5 m, most habitats",7
213758,"Square plot 5 x 5 m, most habitats",2
213759,"Square plot 5 x 5 m, most habitats",1
213760,"Square plot 5 x 5 m, most habitats",1
213761,"Square plot 5 x 5 m, most habitats",1
213762,"Linear plot",1
214306,"Square plot 5 x 5 m, most habitats",3
214308,"Linear plot",3
214311,"Square plot 10 x 10 m, woodlands",3
214314,"Linear plot",3
214393,"Linear plot",8
214394,"Linear plot",8
214395,"Linear plot",8
214396,"Linear plot",8
214397,"Linear plot",8
214403,"Square plot 5 x 5 m, most habitats",8
214406,"Linear plot",8
214407,"Square plot 5 x 5 m, most habitats",8
214409,"Linear plot",8
214411,"Linear plot",8
214670,"Linear plot",3
214869,"Square plot 5 x 5 m, most habitats",7
214971,"Linear plot",7
214990,"Linear plot",7
214991,"Linear plot",5
214994,"Square plot 5 x 5 m, most habitats",7
214996,"Square plot 5 x 5 m, most habitats",7
215088,"Linear plot",8
215089,"Square plot 5 x 5 m, most habitats",8
215101,"Linear plot",8
215157,"Square plot 5 x 5 m, most habitats",2
215264,"Square plot 5 x 5 m, most habitats",8
215265,"Square plot 5 x 5 m, most habitats",8
215330,"Square plot 5 x 5 m, most habitats",2
215331,"Linear plot",2
215338,"Square plot 5 x 5 m, most habitats",2
215342,"Square plot 5 x 5 m, most habitats",2
215345,"Linear plot",2
215382,"Linear plot",1
215383,"Square plot 5 x 5 m, most habitats",1
215384,"Square plot 5 x 5 m, most habitats",1
215387,"Square plot 5 x 5 m, most habitats",1
215532,"Linear plot",2
215675,"Square plot 5 x 5 m, most habitats",1
215677,"Square plot 5 x 5 m, most habitats",1
215678,"Square plot 5 x 5 m, most habitats",1
215679,"Square plot 5 x 5 m, most habitats",1
216590,"Square plot 5 x 5 m, most habitats",1
218292,"Square plot 5 x 5 m, most habitats",2
218293,"Square plot 5 x 5 m, most habitats",2
218294,"Square plot 10 x 10 m, woodlands",2
218295,"Linear plot",2
218296,"Linear plot",2
218989,"Linear plot",5
218992,"Square plot 5 x 5 m, most habitats",4
219002,"Linear plot",5
219014,"Square plot 10 x 10 m, woodlands",4
219015,"Square plot 5 x 5 m, most habitats",4
219307,"Linear plot",6
219416,"Linear plot",1
219822,"Square plot 5 x 5 m, most habitats",8
219824,"Linear plot",7
219826,"Square plot 5 x 5 m, most habitats",2
219827,"Square plot 5 x 5 m, most habitats",7
219828,"Square plot 5 x 5 m, most habitats",8
219829,"Linear plot",8
219834,"Linear plot",1
219835,"Linear plot",1
219838,"Square plot 5 x 5 m, most habitats",7
219840,"Linear plot",7
219841,"Square plot 5 x 5 m, most habitats",4
219842,"Square plot 10 x 10 m, woodlands",6
219843,"Square plot 5 x 5 m, most habitats",3
219845,"Square plot 5 x 5 m, most habitats",1
219846,"Square plot 5 x 5 m, most habitats",1
219847,"Square plot 5 x 5 m, most habitats",1
219848,"Linear plot",1
219878,"Linear plot",8
219879,"Square plot 10 x 10 m, woodlands",8
219880,"Square plot 10 x 10 m, woodlands",8
219881,"Square plot 10 x 10 m, woodlands",8
219882,"Linear plot",8
219887,"Linear plot",2
219888,"Linear plot",2
219889,"Linear plot",2
219890,"Linear plot",2
219891,"Square plot 10 x 10 m, woodlands",2
219940,"Square plot 5 x 5 m, most habitats",3
219959,"Linear plot",2
219964,"Square plot 5 x 5 m, most habitats",1
219965,"Square plot 10 x 10 m, woodlands",1
219986,"Square plot 5 x 5 m, most habitats",3
219988,"Linear plot",3
219989,"Square plot 5 x 5 m, most habitats",3
219990,"Square plot 10 x 10 m, woodlands",3
219991,"Linear plot",3
219994,"Square plot 10 x 10 m, woodlands",2
219995,"Linear plot",2
219996,"Square plot 5 x 5 m, most habitats",2
219997,"Linear plot",2
219999,"Square plot 5 x 5 m, most habitats",2
220326,"Linear plot",2
220327,"Linear plot",2
220328,"Square plot 5 x 5 m, most habitats",2
220329,"Square plot 5 x 5 m, most habitats",2
220330,"Square plot 5 x 5 m, most habitats",2
220347,"Square plot 5 x 5 m, most habitats",4
220348,"Square plot 5 x 5 m, most habitats",4
220349,"Square plot 5 x 5 m, most habitats",4
220351,"Square plot 5 x 5 m, most habitats",4
220352,"Square plot 5 x 5 m, most habitats",4
220372,"Linear plot",2
220373,"Linear plot",2
220425,"Square plot 5 x 5 m, most habitats",5
220428,"Square plot 5 x 5 m, most habitats",5
220429,"Linear plot",5
220430,"Square plot 5 x 5 m, most habitats",5
220431,"Linear plot",5
220458,"Square plot 5 x 5 m, most habitats",2
220459,"Square plot 5 x 5 m, most habitats",1
220460,"Square plot 5 x 5 m, most habitats",1
220462,"Square plot 10 x 10 m, woodlands",1
220553,"Square plot 5 x 5 m, most habitats",2
220574,"Square plot 5 x 5 m, most habitats",2
220576,"Linear plot",2
220577,"Linear plot",2
220578,"Square plot 5 x 5 m, most habitats",2
220582,"Linear plot",1
220583,"Linear plot",1
220584,"Square plot 5 x 5 m, most habitats",1
220585,"Square plot 5 x 5 m, most habitats",1
220586,"Square plot 5 x 5 m, most habitats",2
220602,"Square plot 10 x 10 m, woodlands",2
220603,"Square plot 5 x 5 m, most habitats",2
220604,"Square plot 5 x 5 m, most habitats",2
220605,"Linear plot",2
220606,"Linear plot",2
220777,"Square plot 5 x 5 m, most habitats",4
220778,"Square plot 10 x 10 m, woodlands",4
220779,"Square plot 5 x 5 m, most habitats",4
220780,"Linear plot",4
220781,"Linear plot",4
220864,"Square plot 5 x 5 m, most habitats",5
220865,"Square plot 5 x 5 m, most habitats",5
220866,"Square plot 5 x 5 m, most habitats",5
220867,"Square plot 5 x 5 m, most habitats",5
220868,"Square plot 5 x 5 m, most habitats",5
220945,"Square plot 5 x 5 m, most habitats",7
220952,"Square plot 10 x 10 m, woodlands",8
220983,"Square plot 5 x 5 m, most habitats",1
220984,"Square plot 5 x 5 m, most habitats",1
220985,"Linear plot",1
220986,"Linear plot",1
220987,"Square plot 5 x 5 m, most habitats",1
221029,"Square plot 5 x 5 m, most habitats",7
221030,"Square plot 5 x 5 m, most habitats",7
221031,"Square plot 5 x 5 m, most habitats",7
221032,"Square plot 5 x 5 m, most habitats",7
221033,"Linear plot",7
221037,"Square plot 5 x 5 m, most habitats",1
221050,"Linear plot",1
221052,"Linear plot",1
221054,"Square plot 5 x 5 m, most habitats",1
221055,"Square plot 5 x 5 m, most habitats",1
221056,"Square plot 5 x 5 m, most habitats",1
221128,"Linear plot",6
221130,"Square plot 10 x 10 m, woodlands",6
221131,"Linear plot",6
221132,"Linear plot",6
221133,"Square plot 5 x 5 m, most habitats",6
221140,"Square plot 5 x 5 m, most habitats",8
221158,"Square plot 5 x 5 m, most habitats",8
221169,"Square plot 5 x 5 m, most habitats",8
221173,"Linear plot",4
221177,"Square plot 5 x 5 m, most habitats",1
221181,"Square plot 5 x 5 m, most habitats",3
221190,"Linear plot",8
221229,"Linear plot",2
221233,"Square plot 5 x 5 m, most habitats",2
221234,"Square plot 5 x 5 m, most habitats",2
221236,"Linear plot",2
221237,"Square plot 10 x 10 m, woodlands",2
221240,"Linear plot",2
221242,"Square plot 10 x 10 m, woodlands",2
221303,"Linear plot",2
221304,"Square plot 5 x 5 m, most habitats",2
221305,"Square plot 5 x 5 m, most habitats",2
221341,"Square plot 5 x 5 m, most habitats",1
221342,"Square plot 5 x 5 m, most habitats",1
221345,"Square plot 5 x 5 m, most habitats",1
221346,"Linear plot",1
221347,"Linear plot",1
221364,"Square plot 5 x 5 m, most habitats",2
221365,"Square plot 5 x 5 m, most habitats",2
221366,"Square plot 5 x 5 m, most habitats",2
221367,"Linear plot",2
221368,"Linear plot",2
221377,"Square plot 5 x 5 m, most habitats",2
221378,"Linear plot",2
221379,"Square plot 5 x 5 m, most habitats",2
221380,"Linear plot",2
221381,"Square plot 5 x 5 m, most habitats",2
221408,"Square plot 5 x 5 m, most habitats",2
221410,"Linear plot",2
221412,"Linear plot",2
221415,"Square plot 10 x 10 m, woodlands",3
221471,"Square plot 10 x 10 m, woodlands",7
221514,"Square plot 5 x 5 m, most habitats",8
221534,"Square plot 5 x 5 m, most habitats",1
221535,"Square plot 5 x 5 m, most habitats",1
221536,"Square plot 5 x 5 m, most habitats",1
221537,"Square plot 5 x 5 m, most habitats",1
221538,"Square plot 5 x 5 m, most habitats",1
221571,"Square plot 5 x 5 m, most habitats",8
221580,"Square plot 10 x 10 m, woodlands",3
221581,"Square plot 10 x 10 m, woodlands",4
221584,"Linear plot",4
221602,"Square plot 5 x 5 m, most habitats",2
221648,"Square plot 10 x 10 m, woodlands",4
221665,"Linear plot",4
221698,"Linear plot",3
221711,"Linear plot",2
221714,"Square plot 5 x 5 m, most habitats",3
221720,"Square plot 5 x 5 m, most habitats",4
221854,"Square plot 5 x 5 m, most habitats",1
221864,"Linear plot",3
221865,"Linear plot",4
221866,"Square plot 10 x 10 m, woodlands",3
221867,"Square plot 10 x 10 m, woodlands",3
221868,"Square plot 5 x 5 m, most habitats",3
221870,"Square plot 5 x 5 m, most habitats",3
221872,"Linear plot",7
221873,"Linear plot",9
221874,"Square plot 5 x 5 m, most habitats",8
221876,"Square plot 5 x 5 m, most habitats",8
221912,"Square plot 5 x 5 m, most habitats",1
221914,"Linear plot",1
221915,"Linear plot",1
221935,"Square plot 5 x 5 m, most habitats",1
221939,"Square plot 5 x 5 m, most habitats",1
221971,"Square plot 5 x 5 m, most habitats",1
221973,"Linear plot",1
221974,"Square plot 5 x 5 m, most habitats",1
221975,"Square plot 5 x 5 m, most habitats",1
221976,"Linear plot",1
221979,"Square plot 5 x 5 m, most habitats",2
221981,"Linear plot",2
221982,"Linear plot",2
221993,"Square plot 5 x 5 m, most habitats",3
221994,"Square plot 5 x 5 m, most habitats",3
221995,"Square plot 5 x 5 m, most habitats",3
221996,"Linear plot",2
221997,"Linear plot",2
221998,"Square plot 5 x 5 m, most habitats",3
221999,"Square plot 5 x 5 m, most habitats",3
222000,"Square plot 5 x 5 m, most habitats",3
222001,"Square plot 5 x 5 m, most habitats",4
222002,"Square plot 10 x 10 m, woodlands",4
222003,"Linear plot",4
222004,"Square plot 10 x 10 m, woodlands",4
222023,"Square plot 10 x 10 m, woodlands",1
222024,"Square plot 5 x 5 m, most habitats",1
222025,"Square plot 5 x 5 m, most habitats",1
222026,"Linear plot",1
222027,"Linear plot",1
222034,"Square plot 5 x 5 m, most habitats",2
222035,"Linear plot",3
222036,"Square plot 5 x 5 m, most habitats",1
222049,"Square plot 5 x 5 m, most habitats",1
222050,"Square plot 10 x 10 m, woodlands",1
222051,"Square plot 5 x 5 m, most habitats",1
222052,"Linear plot",6
222054,"Linear plot",6
222055,"Linear plot",1
222056,"Linear plot",6
222057,"Linear plot",1
222058,"Linear plot",6
222059,"Linear plot",6
222073,"Linear plot",3
222074,"Linear plot",3
222077,"Linear plot",3
222078,"Square plot 5 x 5 m, most habitats",3
222080,"Linear plot",3
222081,"Square plot 5 x 5 m, most habitats",7
222082,"Linear plot",3
222104,"Square plot 5 x 5 m, most habitats",1
222110,"Linear plot",2
222115,"Square plot 5 x 5 m, most habitats",3
222119,"Linear plot",3
222120,"Square plot 5 x 5 m, most habitats",2
222125,"Square plot 5 x 5 m, most habitats",3
222126,"Square plot 5 x 5 m, most habitats",3
222127,"Square plot 5 x 5 m, most habitats",3
222129,"Square plot 10 x 10 m, woodlands",3
222138,"Linear plot",2
222140,"Square plot 5 x 5 m, most habitats",2
222143,"Square plot 5 x 5 m, most habitats",2
222144,"Square plot 5 x 5 m, most habitats",2
222145,"Square plot 5 x 5 m, most habitats",2
222148,"Linear plot",1
222149,"Linear plot",4
222150,"Square plot 5 x 5 m, most habitats",3
222151,"Linear plot",2
222152,"Square plot 10 x 10 m, woodlands",1
222153,"Square plot 5 x 5 m, most habitats",2
222154,"Square plot 5 x 5 m, most habitats",1
222155,"Square plot 5 x 5 m, most habitats",2
222156,"Linear plot",2
222158,"Square plot 5 x 5 m, most habitats",2
222159,"Square plot 5 x 5 m, most habitats",2
222161,"Square plot 5 x 5 m, most habitats",1
222162,"Square plot 5 x 5 m, most habitats",1
222163,"Linear plot",1
222164,"Square plot 5 x 5 m, most habitats",1
222165,"Linear plot",1
222186,"Square plot 5 x 5 m, most habitats",1
222208,"Square plot 5 x 5 m, most habitats",1
222209,"Square plot 5 x 5 m, most habitats",1
222211,"Square plot 5 x 5 m, most habitats",1
222212,"Linear plot",5
222213,"Square plot 5 x 5 m, most habitats",4
222214,"Linear plot",1
222215,"Linear plot",1
222216,"Square plot 5 x 5 m, most habitats",5
222217,"Square plot 5 x 5 m, most habitats",3
222218,"Square plot 5 x 5 m, most habitats",3
222219,"Square plot 10 x 10 m, woodlands",1
222220,"Square plot 5 x 5 m, most habitats",1
222257,"Square plot 5 x 5 m, most habitats",2
222343,"Linear plot",5
222344,"Square plot 5 x 5 m, most habitats",5
222345,"Linear plot",2
222346,"Square plot 5 x 5 m, most habitats",5
222461,"Linear plot",1
222463,"Linear plot",1
222464,"Linear plot",1
222679,"Square plot 5 x 5 m, most habitats",1
222684,"Square plot 5 x 5 m, most habitats",1
222685,"Square plot 5 x 5 m, most habitats",2
225356,"Linear plot",3
225357,"Square plot 5 x 5 m, most habitats",3
225358,"Square plot 5 x 5 m, most habitats",3
225359,"Linear plot",3
225360,"Square plot 5 x 5 m, most habitats",3
225883,"Square plot 10 x 10 m, woodlands",2
239722,"Linear plot",3
239723,"Linear plot",4
239724,"Square plot 10 x 10 m, woodlands",4
239725,"Square plot 10 x 10 m, woodlands",4
240212,"Linear plot",2
240213,"Linear plot",1
240214,"Square plot 10 x 10 m, woodlands",1
240264,"Linear plot",1
240265,"Square plot 5 x 5 m, most habitats",1
240267,"Linear plot",1
240268,"Square plot 10 x 10 m, woodlands",1
242060,"Linear plot",1
242061,"Square plot 5 x 5 m, most habitats",1
242614,"Square plot 10 x 10 m, woodlands",3
243092,"Square plot 10 x 10 m, woodlands",3
243093,"Square plot 10 x 10 m, woodlands",3
243293,"Square plot 5 x 5 m, most habitats",3
243297,"Square plot 5 x 5 m, most habitats",3
243298,"Square plot 5 x 5 m, most habitats",3
243788,"Square plot 5 x 5 m, most habitats",3
243789,"Linear plot",3
244129,"Linear plot",4
244130,"Square plot 5 x 5 m, most habitats",4
244131,"Square plot 5 x 5 m, most habitats",4
244197,"Square plot 5 x 5 m, most habitats",4
244198,"Square plot 5 x 5 m, most habitats",4
244204,"Square plot 5 x 5 m, most habitats",3
244205,"Linear plot",3
244206,"Square plot 5 x 5 m, most habitats",3
244207,"Linear plot",3
244208,"Square plot 5 x 5 m, most habitats",3
244271,"Square plot 5 x 5 m, most habitats",4
244274,"Square plot 10 x 10 m, woodlands",3
244284,"Square plot 10 x 10 m, woodlands",3
244425,"Square plot 5 x 5 m, most habitats",2
244619,"Square plot 5 x 5 m, most habitats",4
244620,"Square plot 5 x 5 m, most habitats",4
245195,"Square plot 5 x 5 m, most habitats",5
245208,"Square plot 5 x 5 m, most habitats",4
245210,"Square plot 5 x 5 m, most habitats",4
245214,"Linear plot",3
245266,"Linear plot",1
245270,"Square plot 5 x 5 m, most habitats",1
245284,"Square plot 10 x 10 m, woodlands",2
245291,"Linear plot",2
245293,"Square plot 5 x 5 m, most habitats",2
245374,"Square plot 5 x 5 m, most habitats",3
245376,"Square plot 5 x 5 m, most habitats",3
245558,"Linear plot",1
245559,"Square plot 5 x 5 m, most habitats",1
245561,"Square plot 5 x 5 m, most habitats",1
245664,"Square plot 10 x 10 m, woodlands",1
245665,"Linear plot",2
245726,"Square plot 5 x 5 m, most habitats",1
245728,"Square plot 5 x 5 m, most habitats",1
245743,"Linear plot",6
245746,"Square plot 10 x 10 m, woodlands",6
245767,"Linear plot",5
245768,"Square plot 5 x 5 m, most habitats",6
245807,"Square plot 5 x 5 m, most habitats",1
245810,"Linear plot",1
245814,"Linear plot",1
245815,"Square plot 10 x 10 m, woodlands",1
246053,"Square plot 5 x 5 m, most habitats",2
246057,"Square plot 5 x 5 m, most habitats",2
246058,"Square plot 5 x 5 m, most habitats",2
246059,"Linear plot",2
246063,"Linear plot",2
246086,"Square plot 5 x 5 m, most habitats",2
246092,"Square plot 10 x 10 m, woodlands",3
246093,"Linear plot",3
246094,"Linear plot",3
247039,"Square plot 5 x 5 m, most habitats",3
247040,"Square plot 5 x 5 m, most habitats",3
247041,"Square plot 5 x 5 m, most habitats",3
247042,"Square plot 5 x 5 m, most habitats",3
247043,"Square plot 10 x 10 m, woodlands",3
247237,"Square plot 5 x 5 m, most habitats",2
247238,"Square plot 10 x 10 m, woodlands",2
247239,"Square plot 5 x 5 m, most habitats",2
247240,"Square plot 5 x 5 m, most habitats",3
247242,"Linear plot",1
247362,"Square plot 5 x 5 m, most habitats",3
247800,"Square plot 5 x 5 m, most habitats",3
247802,"Square plot 5 x 5 m, most habitats",3
247803,"Square plot 5 x 5 m, most habitats",3
247804,"Linear plot",3
247805,"Linear plot",3
247874,"Square plot 10 x 10 m, woodlands",1
247875,"Square plot 5 x 5 m, most habitats",1
247876,"Linear plot",1
247877,"Linear plot",1
247878,"Square plot 5 x 5 m, most habitats",1
247956,"Linear plot",2
247958,"Square plot 5 x 5 m, most habitats",2
247959,"Square plot 10 x 10 m, woodlands",2
247960,"Square plot 10 x 10 m, woodlands",2
247961,"Linear plot",2
247973,"Square plot 5 x 5 m, most habitats",1
247976,"Linear plot",1
247977,"Linear plot",1
248323,"Square plot 5 x 5 m, most habitats",2
248441,"Linear plot",1
248654,"Square plot 5 x 5 m, most habitats",1
248655,"Square plot 5 x 5 m, most habitats",1
248656,"Linear plot",1
248657,"Linear plot",1
248658,"Square plot 5 x 5 m, most habitats",1
248824,"Square plot 5 x 5 m, most habitats",4
248831,"Linear plot",4
248834,"Square plot 5 x 5 m, most habitats",3
248835,"Linear plot",3
248836,"Square plot 5 x 5 m, most habitats",4
248842,"Linear plot",3
249094,"Square plot 5 x 5 m, most habitats",2
249293,"Square plot 5 x 5 m, most habitats",2
249305,"Linear plot",5
249307,"Square plot 5 x 5 m, most habitats",4
249308,"Square plot 10 x 10 m, woodlands",4
249309,"Square plot 10 x 10 m, woodlands",2
249310,"Square plot 5 x 5 m, most habitats",4
249384,"Linear plot",2
249385,"Linear plot",2
249451,"Square plot 10 x 10 m, woodlands",2
249453,"Linear plot",2
249454,"Linear plot",1
249489,"Square plot 10 x 10 m, woodlands",2
249491,"Square plot 5 x 5 m, most habitats",4
249494,"Square plot 5 x 5 m, most habitats",2
249496,"Linear plot",1
249518,"Square plot 5 x 5 m, most habitats",4
249519,"Square plot 10 x 10 m, woodlands",4
249541,"Linear plot",4
249542,"Square plot 5 x 5 m, most habitats",3
249552,"Square plot 10 x 10 m, woodlands",2
249698,"Square plot 5 x 5 m, most habitats",2
249762,"Linear plot",3
249763,"Square plot 5 x 5 m, most habitats",3
249765,"Square plot 5 x 5 m, most habitats",3
250009,"Square plot 5 x 5 m, most habitats",2
250110,"Square plot 5 x 5 m, most habitats",3
250111,"Square plot 5 x 5 m, most habitats",3
250112,"Linear plot",2
250113,"Linear plot",3
250114,"Square plot 10 x 10 m, woodlands",3
250120,"Square plot 5 x 5 m, most habitats",1
250797,"Square plot 10 x 10 m, woodlands",3
250799,"Square plot 10 x 10 m, woodlands",3
250822,"Linear plot",5
251095,"Square plot 5 x 5 m, most habitats",3
251096,"Square plot 5 x 5 m, most habitats",2
251098,"Linear plot",3
251103,"Linear plot",2
251104,"Square plot 5 x 5 m, most habitats",2
251261,"Square plot 5 x 5 m, most habitats",5
251321,"Square plot 5 x 5 m, most habitats",1
251326,"Square plot 5 x 5 m, most habitats",1
251328,"Square plot 5 x 5 m, most habitats",1
251333,"Linear plot",1
251334,"Linear plot",1
251416,"Square plot 5 x 5 m, most habitats",4
251417,"Linear plot",2
251418,"Square plot 5 x 5 m, most habitats",2
251419,"Linear plot",2
251447,"Square plot 5 x 5 m, most habitats",2
251579,"Linear plot",4
251654,"Linear plot",1
251799,"Square plot 10 x 10 m, woodlands",1
251802,"Linear plot",1
251803,"Square plot 5 x 5 m, most habitats",1
251804,"Linear plot",1
251805,"Square plot 5 x 5 m, most habitats",1
251852,"Linear plot",6
251854,"Square plot 10 x 10 m, woodlands",6
251855,"Square plot 5 x 5 m, most habitats",6
251857,"Square plot 5 x 5 m, most habitats",6
251860,"Linear plot",7
251862,"Linear plot",4
251881,"Square plot 5 x 5 m, most habitats",2
251882,"Linear plot",2
251901,"Linear plot",1
252038,"Square plot 5 x 5 m, most habitats",1
252048,"Square plot 5 x 5 m, most habitats",1
252049,"Square plot 5 x 5 m, most habitats",1
252073,"Square plot 5 x 5 m, most habitats",1
252075,"Square plot 5 x 5 m, most habitats",1
253676,"Square plot 5 x 5 m, most habitats",4
254554,"Square plot 5 x 5 m, most habitats",2
256194,"Square plot 10 x 10 m, woodlands",1
256195,"Square plot 10 x 10 m, woodlands",1
259028,"Square plot 5 x 5 m, most habitats",4
259029,"Square plot 5 x 5 m, most habitats",4
259030,"Square plot 5 x 5 m, most habitats",4
259031,"Linear plot",4
259032,"Linear plot",4
260665,"Linear plot",1
260734,"Linear plot",1
261403,"Linear plot",6
261659,"Linear plot",1
261660,"Square plot 5 x 5 m, most habitats",1
262153,"Square plot 5 x 5 m, most habitats",3
262154,"Square plot 5 x 5 m, most habitats",3
262155,"Square plot 5 x 5 m, most habitats",3
262430,"Square plot 5 x 5 m, most habitats",1
262431,"Square plot 5 x 5 m, most habitats",1
262432,"Square plot 5 x 5 m, most habitats",1
262433,"Linear plot",1
264532,"Square plot 10 x 10 m, woodlands",4
264533,"Linear plot",4
264534,"Linear plot",4
264535,"Square plot 5 x 5 m, most habitats",4
264537,"Square plot 10 x 10 m, woodlands",4
264691,"Linear plot",4
264693,"Linear plot",4
264723,"Square plot 5 x 5 m, most habitats",2
264773,"Linear plot",4
264777,"Square plot 5 x 5 m, most habitats",4
264827,"Linear plot",4
264828,"Square plot 5 x 5 m, most habitats",4
264841,"Square plot 5 x 5 m, most habitats",4
264842,"Linear plot",4
264857,"Square plot 10 x 10 m, woodlands",4
264858,"Linear plot",4
264880,"Square plot 10 x 10 m, woodlands",2
264881,"Linear plot",2
264883,"Linear plot",2
264884,"Square plot 10 x 10 m, woodlands",2
264885,"Square plot 10 x 10 m, woodlands",2
264923,"Square plot 5 x 5 m, most habitats",1
264925,"Square plot 5 x 5 m, most habitats",1
264926,"Square plot 5 x 5 m, most habitats",1
265076,"Linear plot",1
265078,"Linear plot",1
265145,"Square plot 5 x 5 m, most habitats",2
265146,"Linear plot",1
265163,"Linear plot",4
265221,"Linear plot",4
265238,"Square plot 10 x 10 m, woodlands",1
265239,"Square plot 5 x 5 m, most habitats",1
265240,"Linear plot",1
265242,"Square plot 5 x 5 m, most habitats",1
265243,"Square plot 10 x 10 m, woodlands",1
265244,"Square plot 10 x 10 m, woodlands",4
265275,"Square plot 10 x 10 m, woodlands",4
265276,"Square plot 5 x 5 m, most habitats",4
265278,"Square plot 5 x 5 m, most habitats",4
265310,"Linear plot",1
265496,"Linear plot",8
265508,"Square plot 5 x 5 m, most habitats",1
265530,"Square plot 5 x 5 m, most habitats",2
265588,"Linear plot",2
265591,"Square plot 5 x 5 m, most habitats",2
265593,"Square plot 5 x 5 m, most habitats",2
265612,"Square plot 5 x 5 m, most habitats",4
265637,"Linear plot",2
265640,"Square plot 10 x 10 m, woodlands",2
265643,"Square plot 5 x 5 m, most habitats",1
265734,"Linear plot",1
265787,"Square plot 5 x 5 m, most habitats",1
265953,"Square plot 5 x 5 m, most habitats",4
265965,"Square plot 5 x 5 m, most habitats",2
265974,"Square plot 10 x 10 m, woodlands",4
265979,"Linear plot",1
265981,"Square plot 10 x 10 m, woodlands",1
265986,"Square plot 10 x 10 m, woodlands",1
266065,"Square plot 10 x 10 m, woodlands",2
266159,"Square plot 5 x 5 m, most habitats",2
266445,"Square plot 5 x 5 m, most habitats",1
266757,"Linear plot",4
266761,"Square plot 10 x 10 m, woodlands",4
266794,"Square plot 5 x 5 m, most habitats",4
266795,"Linear plot",4
266797,"Square plot 5 x 5 m, most habitats",4
266809,"Linear plot",4
266820,"Linear plot",2
